ba7r,label,
فَسَوفَ أَجعَلُ بُعدَ الأَرضِ دونَكُمُ,3,
وَإِن دَنَت رَحِمٌ مِنكُم وَميلادُ,3,
إِنَّ النَجاةَ إِذا ما كُنتَ ذا بَصَرٍ,3,
مِن أَجَّةِ الغَيِّ إِبعادٌ فَإِبعادُ,3,
وَالخَيرُ تَزدادُ مِنهُ ما لَقيتَ بِهِ,3,
وَالشَرُّ يَكفيكَ مِنهُ قَلَّ ما زادُ,3,
مِنّا مُسافٍ يُسافي الناسَ ما يَسَروا,3,
في كَفِّهِ أَكعُبٌ أَو أَقدُحٌ عُطُف,3,
تَتبَعُ أَسلافَنا عينٌ مُخَدَّرَةٌ,3,
مِن تَحتِ دَولَجِهِنَّ الريطُ وَالضَعَف,3,
سودٌ غَدائِرُها بُلجٌ مَحاجِرُها,3,
كَأَنَّ أَطرافَها لَمّا اِجتَلى الطَنَف,3,
وَقَد غَدَوتُ أَمامَ الحَيِّ يَحمِلُني,3,
وَالفَضلَتَينِ وَسَعيي مُحنِقٌ شَسِف,3,
مُضَبَّرٌ مِثلُ رُكنِ الطَودِ تَحمِلُهُ,3,
يَدا مَهاةٍ وَرِجلا خاضِبٍ يَجِف,3,
أَغَرُّ أَسقَفُ سامي الطَرفِ نَظرَتُهُ,3,
لينٌ أَصابِعُهُ في بَطنِهِ هَيَف,3,
فَظَلَّ بَينَ لَخاقيقٍ وَتَنهِيَةٍ,3,
يَخذِمُ أَطرافَ تَنّومٍ وَيَنتَتِف,3,
حَتّى إِذا غابَ قَرنُ الشَمسِ أَو كَرَبَت,3,
وَظَنَّ أَن سَوفَ يولي بَيضَهُ الغَسَف,3,
شالَت ذُناباهُ وَاِهتاجَت ضَبابَتُهُ,3,
في قائِمٍ لا يُريدُ الدَهرَ يَنكَشِف,3,
لا الشَدُّ شَدٌ إِذا ما هاجَهُ فَزَعٌ,3,
وَلا الزَفيفِ إِذا ما زَفَّ يَعتَرِف,3,
كَالهَودَجِ الساطِعِ المَحفوفِ يَحمِلُهُ,3,
صَقبانِ مِن عَرعَرٍ ما فَوقَهُ كَنَف,3,
يَنقَدُّ ذو رِقَّةٍ تَهفو جَوانِبُهُ,3,
كَما هَفا فُروعِ الأَيكَةِ الغَرَف,3,
كَالأَسودِ الحَبَشِيِّ الحَمشِ يَتبَعُهُ,3,
سودٌ طَماطِمُ في آذانِها النُطَف,3,
هابٍ هِبِلٌّ مُدِلٌّ يَعمَلٌ هَزِجٌ,3,
طَفطافُهُ ذو عِفاءٍ نِقنِقٌ جَنِف,3,
يَروحُ غِلمانُنا دُسماً مَشافِرُهُم,3,
رُقناً بِأَيديهِمُ الأَحرادُ وَالسَدَف,3,
يَقولُ وُلدانُنا وَيلاً لِأُمِّكُمُ,3,
كُلُّ اِمرِىءٍ مِنكُمُ يَسعى لَهُ تَلَف,3,
سَل حَيَّ تَغلِبَ عَن بكرٍ وَوَقعَتِهِم,3,
بِالحِنوِ إِذ خَسِروا جَهراً وَما رَشِدوا,3,
فَأَقبَلوا بِجَناحَيهِم يَلُفُّهُما,3,
مِنّا جَناحانِ عِندَ الصبح فَاِطَّرَدوا,3,
فَأَصبَحوا ثمَّ صَفواً دونَ بيضِهِم,3,
وَأَبرَقوا ساعَةً مِن بَعدِ ما رَعَدوا,3,
وَأَيقَنوا أَنَّ شَيباناً وَإِخوَتَهُم,3,
قَيساً وَذُهلاً وَتَيمَ اللاتِ قَد رَصَدوا,3,
وَيَشكُرٌ وَبَنو عِجلٍ وَإِخوَتُهُم,3,
بَنو حَنيفَةَ لا يُحصى لَهُم عَدَدُ,3,
ثُمَّ اِلتَقَينا وَنارُ الحَربِ ساطِعَةٌ,3,
وَسَمهَرِيُّ العَوالي بَينَنا قِصَدُ,3,
طَوراً نُديرُ رَحانا ثُمَّ نَطحَنُهُم,3,
طَحناً وَطَوراً نُلاقيهِم فَنَجتَلِدُ,3,
حَتّى إِذا الشَمسُ دارَت أَجفَلوا هَرَباً,3,
عَنّا وَخَلّوا عَنِ الأَموالِ وَاِنجَرَدوا,3,
قَد قَرَّت العَينُ مِن عِمرانَ إِذ قُتِلَت,3,
وَمِن عَدِيٍّ مَعَ القَمقامِ إِذ جَهِدوا,3,
وَمِن زِيادٍ وَمِن غُنمٍ وَإِخوَتِها,3,
وَمِن حَبيبٍ أَصابوا الذُلَّ فَاِنفَرَدوا,3,
وَمِن بَني الأَوسِ إِذ شُلَّت قَبيلَتُهُم,3,
لا يَنفَقونَ وَلا ضَرّوا وَلا حُمِدوا,3,
فَرّوا إِلى النِمرِ مِنّا وَهوَ عَمُّهُم,3,
فَما وَفي النِمرُ إِذ طاروا وَهُم مُرُدُ,3,
نَحنُ الفَوارِس نَغشى الناسَ كُلَّهُم,3,
وَنَقتُلُ الناسَ حَتّى يوحِشَ البَلَدُ,3,
لَقَد أَصبَحناهُم بِالبيضِ صافِيَةً,3,
عِندَ اللِقاءِ وَحَرُّ المَوتِ يَتَّقِدُ,3,
وَقَد فَقَدنا أُناساً مِن أَماثِلِنا,3,
وَمِثلَهُم فَكَذاكَ القَومُ قَد فَقَدوا,3,
وَالخَيلُ تَعلَمُ أَنّي مِن فَوارِسِها,3,
يَومَ الطِعانِ وَقَلبُ الناسِ يَرتَعِدُ,3,
وَقَد حَلَفتُ يَميناً لا أُصالِحُهُم,3,
ما دامَ مِنّا وَمِنهُم في المَلا أَحَدُ,3,
نَفسي الفِداءُ لِمَن لمَّا تَكاءَدَني,3,
كَسبُ الجِيادِ حَشا سَرجِي بِمَرهُوبِ,3,
وقلتِ الخيلُ عندي واختلَلتُ لها,3,
وخصَّني الشِّركَ أربابُ المَناجيبِ,3,
هذا الثناءُ وإن تَجلُبكَ مأرَبَةٌ,3,
في المالِ ذا نَكبةٍ أو غيرَ مَنكُوبِ,3,
اصبر لها وتَجدني دائِماً خُلُقِي,3,
والقَولُ منه كثيرٌ غيرُ مَرقُوبِ,3,
نَأَتكَ رَقاشِ إِلّا عَن لِمامِ,4,الوافر
وَأَمسى حَبلُها خَلَقَ الرِمامِ,4,
وَما ذِكرى رَقاشِ إِذا اِستَقَرَّت,4,
لَدى الطَرفاءِ عِندَ اِبنَي شَمامِ,4,
وَمَسكِنُ أَهلَها مِن بَطنِ جَزعٍ,4,
تَبيضُ بِهِ مَصايِيفُ الحَمامِ,4,
وَقَفتُ وَصُحبَتي بِأُرَينَباتٍ,4,
عَلى أَقتادِ عوجٍ كَالسَمامِ,4,
فَقُلتُ تَبَيَّنوا ظُعُناً أَراها,4,
تَحُلُّ شُواحِطاً جُنحَ الظَلامِ,4,
لَقَد مَنَّتكَ نَفسُكَ يَومَ قَوٍّ,4,
أَحاديثَ الفُؤادِ المُستَهامِ,4,
وَقَد كَذَبَتكَ نَفسُكَ فَاِكذَبَنها,4,
لِما مَنَّتكَ تَغريراً قَطامِ,4,
وَمُرقِصَةٍ رَدَدتُ الخَيلَ عَنها,4,
وَقَد هَمَّت بِإِلقاءِ الزَمامِ,4,
فَقُلتُ لَها اِقصِري مِنهُ وَسيري,4,
وَقَد عَلِقَ الرَجائِزُ بِالخِدامِ,4,
وَخَيلٍ تَحمِلُ الأَبطالَ شُعث,4,
غَداةَ الرَوعِ أَمثالَ السِهامِ,4,
عَناجيجٍ تَخُبُّ عَلى رَحاها,4,
تُثيرُ النَقعَ بِالمَوتِ الزُؤامِ,4,
إِلى خَيلٍ مُسَوَّمَةٍ عَلَيها,4,
حُماةُ الرَوعِ في رَهَجِ القَتامِ,4,
عَلَيها كُلَّ جَبّارٍ عَنيدٍ,4,
إِلى شُربِ الدِماءِ تَراهُ ظامي,4,
بِأَيديهِم مُهَنَّدَةٌ وَسُمرٌ,4,
كَأَنَّ ظُباتِها شُعَلُ الضِرامِ,4,
فَجاؤوا عارِضاً بَرداً وَجِئنا,4,
حَريقاً في غَريفٍ ذي ضِرامِ,4,
وَأَسكِت كُلَّ صَوتٍ غَيرِ ضَربٍ,4,
وَعَترَسَةٍ وَمَرمِيٍّ وَرامي,4,
وَزَعتُ رَعيلَها بِالرُمحِ شَذراً,4,
عَلى رَبِذٍ كَسِرحانِ الظَلامِ,4,
أَكُرُّ عَلَيهِمُ مُهري كَليماً,4,
قَلائِدُهُ سَبائِبُ كَالقِرامِ,4,
إِذا شَكَّت بِنافِذَةٍ يَداهُ,4,
تَعَرَّضَ مَوقِفاً ضَنكَ المُقامِ,4,
كَأَنَّ دُفوفَ مَرجِعِ مِرفَقَيهِ,4,
تَوارَثَها مَنازيعُ السِهامِ,4,
تَقَدَّمَ وَهوَ مُضطَمِرٌ مُضِرٌّ,4,
بِقارِحِهِ عَلى فَأسِ اللِجامِ,4,
يُقَدِّمُهُ فَتىً مِن خَيرِ عَبسٍ,4,
أَبوهُ وَأُمُّهُ مِن آلِ حامِ,4,
عَجوزٌ مِن بَني حامِ بنِ نوحٍ,4,
كَأَنَّ جَبينَها حَجَرُ المَقامِ,4,
أَرى لي كُلَّ يَومٍ مَع زَماني,4,
عِتاباً في البِعادِ وَفي التَداني,4,
يُريدُ مَذَلَّتي وَيَدورُ هَولي,4,
بِجَيشِ النائِباتِ إِذا رَآني,4,
كَأَنّي قَد كَبِرتُ وَشابَ رَأسي,4,
وَقَلَّ تَجَلُّدي وَوَهى جَناني,4,
أَلا يا دَهرُ يَومي مِثلُ أَمسي,4,
وَأَعظَمُ هَيبَةً لِمَنِ اِلتَقاني,4,
وَمَكروبٍ كَشَفتُ الكَربَ عَنهُ,4,
بِضَربَةِ فَيصَلٍ لَمّا دَعاني,4,
دَعاني دَعوَةً وَالخَيلُ تَردي,4,
فَما أَدري أَبِاِسمي أَم كَناني,4,
فَلَم أُمسِك بِسَمعي إِذ دَعاني,4,
وَلَكِن قَد أَبانَ لَهُ لِساني,4,
فَفَرَّقتُ المَواكِبَ عَنهُ قَهراً,4,
بِطَعنٍ يَسبُقُ البَرقَ اليَماني,4,
وَما لَبَّيتُهُ إِلّا وَسَيفي,4,
وَرُمحي في الوَغى فَرَسا رِهانِ,4,
وَكانَ إِجابَتي إِيّاهُ أَنّي,4,
عَطَفتُ عَلَيهِ خَوّارَ العِنانِ,4,
بِأَسمَرَ مِن رِماحِ الخَطِّ لَدنٍ,4,
وَأَبيَضَ صارِمٍ ذَكَرٍ يَمانِ,4,
وَقِرنٍ قَد تَرَكتُ لَدى مَكَرٍّ,4,
عَلَيهِ سَبائِبا كَالأُرجُوانِ,4,
تَرَكتُ الطَيرَ عاكِفَةً عَلَيهِ,4,
كَما تَردي إِلى العُرسِ البَواني,4,
وَتَمنَعُهُنَّ أَن يَأكُلنَ مِنهُ,4,
حَياةُ يَدٍ وَرِجلٍ تَركُضانِ,4,
فَما أَوهى مِراسُ الحَربِ رُكني,4,
وَلَكِن ما تَقادَمَ مِن زَمانِ,4,
وَما دانَيتُ شَخصَ المَوتِ إِلّاً,4,
كَما يَدنو الشُجاعُ مِنَ الجَبانِ,4,
وَقَد عَلِمَت بَنو عَبسٍ بِأَنّي,4,
أَهُشُّ إِذا دُعيتُ إِلى الطَعانِ,4,
وَأَنَّ المَوتَ طَوعُ يَدي إِذا ما,4,
وَصَلتُ بَنانَها بِالهِندُواني,4,
وَنِعمَ فَوارِسُ الهَيجاءِ قَومي,4,
إِذا عَلِقوا الأَعِنَّةَ بِالبَنانِ,4,
هُمُ قَتَلوا لَقيطاً وَاِبنَ حُجرٍ,4,
وَأَردَوا حاجِباً وَاِبني أَبانِ,4,
إِذا قَنِعَ الفَتى بِذَميمِ عَيشٍ,4,
وَكانَ وَراءَ سَجفٍ كَالبَناتِ,4,
وَلَم يَهجِم عَلى أُسدِ المَناي,4,
وَلَم يَطعَن صُدورَ الصافِناتِ,4,
وَلَم يَقرِ الضُيوفَ إِذا أَتَوهُ,4,
وَلَم يُروِ السُيوفَ مِنَ الكُماةِ,4,
وَلَم يَبلُغ بِضَربِ الهامِ مَجداً,4,
وَلَم يَكُ صابِراً في النائِباتِ,4,
فَقُل لِلناعِياتِ إِذا نَعَتهُ,4,
أَلا فَاِقصِرنَ نَدبَ النادِباتِ,4,
وَلا تَندُبنَ إِلّا لَيثَ غابٍ,4,
شُجاعاً في الحُروبِ الثائِراتِ,4,
دَعوني في القِتالِ أَمُت عَزيزاً,4,
فَمَوتُ العِزِّ خَيرٌ مِن حَياةِ,4,
لَعَمري ما الفَخارُ بِكَسبِ مالٍ,4,
وَلا يُدعى الغَنِيُّ مِنَ السَراةِ,4,
سَتَذكُرُني المَعامِعُ كُلَّ وَقتٍ,4,
عَلى طولِ الحَياةِ إِلى المَماتِ,4,
فَذاكَ الذِكرُ يَبقى لَيسَ يَفنى,4,
مَدى الأَيّامِ في ماضٍ وَآتي,4,
وَإِنّي اليَومَ أَحمي عِرضَ قَومي,4,
وَأَنصُرُ آلَ عَبسَ عَلى العُداةِ,4,
وَآخُذُ مالَنا مِنهُم بِحَربٍ,4,
تَخِرُّ لَها مُتونُ الراسِياتِ,4,
وَأَترُكُ كُلَّ نائِحَةٍ تُنادي,4,
عَلَيهِم بِالتَفَرُّقِ وَالشَتاتِ,4,
إِذا جَحَدَ الجَميلَ بَنو قُرادٍ,4,
وَجازى بِالقَبيحِ بَنو زِيادِ,4,
فَهُم ساداتُ عَبسٍ أَينَ حَلّوا,4,
كَما زَعَموا وَفُرسانُ البِلادِ,4,
وَلا عَيبٌ عَلَيَّ وَلا مَلامٌ,4,
إِذا أَصلَحتُ حالي بِالفَسادِ,4,
فَإِنَّ النارَ تُضرَمُ في جَمادِ,4,
إِذا ما الصَخرُ كَرَّ عَلى الزِنادِ,4,
وَيُرجى الوَصلُ بَعدَ الهَجرِ حيناً,4,
كَما يُرجى الدُنُوُّ مِنَ البِعادِ,4,
حَلُمتُ فَما عَرَفتُم حَقَّ حِلمي,4,
وَلا ذَكَرَت عَشيرَتُكُم وِدادي,4,
سَأَجهَلُ بَعدَ هَذا الحِلمِ حَتّى,4,
أُريقُ دَمَ الحَواضِرِ وَالبَوادي,4,
وَيَشكو السَيفُ مِن كَفّي مَلالاً,4,
وَيَسأَمُ عاتِقي حَملَ النِجادِ,4,
وَقَد شاهَدتُمُ في يَومِ طَيٍّ,4,
فِعالي بِالمُهَنَّدَةِ الحِدادِ,4,
رَدَدتُ الخَيلَ خالِيَةً حَيارى,4,
وَسُقتُ جِيادَها وَالسَيفُ حادي,4,
وَلَو أَنَّ السِنانَ لَهُ لِسانٌاً,4,
حَكى كَم شَكَّ دِرعاً بِالفُؤادِ,4,
وَكَم داعٍ دَعا في الحَربِ بِاِسمي,4,
وَناداني فَخُضتُ حَشا المُنادي,4,
لَقَد عادَيتَ يا اِبنَ العَمِّ لَيثاً,4,
شُجاعاً لا يَمَلُّ مِنَ الطِرادِ,4,
يَرُدُّ جَوابَهُ قَولاً وَفِعلاً,4,
بِبيضِ الهِندِ وَالسُمرِ الصِعادِ,4,
فَكُن يا عَمروُ مِنهُ عَلى حِذارٍ,4,
وَلا تَملَأ جُفونَكَ بِالرُقادِ,4,
وَلَولا سَيِّدٌ فينا مُطاعٌ,4,
عَظيمُ القَدرِ مُرتَفِعُ العِمادِ,4,
أَقَمتُ الحَقَّ بِالهِندِيِّ رَغماً,4,
وَأَظهَرتُ الضَلالَ مِنَ الرَشادِ,4,
أَتاني طَيفُ عَبلَةَ في المَنامِ,4,
فَقَبَّلَني ثَلاثاً في اللَثامِ,4,
وَوَدَّعَني فَأَودَعَني لَهيباً,4,
أُسَتِّرُهُ وَيَشعُلُ في عِظامي,4,
وَلَولا أَنَّني أَخلو بِنَفسي,4,
وَأُطفِئُ بِالدُموعِ جَوى غَرامي,4,
لَمُتُ أَسىً وَكَم أَشكو لِأَنّي,4,
أَغارُ عَلَيكِ يا بَدرَ التَمامِ,4,
أَيا اِبنَةَ مالِكٍ كَيفَ التَسَلّي,4,
وَعَهدُ هَواكِ مِن عَهدِ الفِطامِ,4,
وَكَيفَ أَرومُ مِنكِ القُربَ يَوماً,4,
وَحَولَ خِباكِ آسادُ الأَجامِ,4,
وَحَقِّ هَواكِ لا داوَيتُ قَلبي,4,
بِغَيرِ الصَبرِ يا بِنتَ الكِرامِ,4,
إِلى أَن أَرتَقي دَرَجَ المَعالي,4,
بِطَعنِ الرُمحِ أَو ضَربِ الحُسامِ,4,
أَنا العَبدُ الَّذي خُبِّرتِ عَنهُ,4,
رَعَيتُ جِمالَ قَومي مِن فِطامي,4,
أَروحُ مِنَ الصَباحِ إِلى مَغيبٍ,4,
وَأَرقُدُ بَينَ أَطنابِ الخِيامِ,4,
أَذِلُّ لِعَبلَةٍ مِن فَرطِ وَجدي,4,
وَأَجعَلُها مِنَ الدُنيا اِهتِمامي,4,
